"","x_0","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","x_18","x_19","x_20","x_21","x_22","x_23","x_24","x_25","x_26","x_27","x_28","x_29","x_30","x_31","x_32","x_33","x_34","x_35","x_36","x_37","x_38","x_39","x_40","x_41","x_42","x_43","x_44","x_45","x_46","x_47","x_48","x_49","x_50","x_51","x_52","x_53","x_54","x_55","x_56","x_57","x_58","x_59","x_60","x_61","x_62","x_63","x_64","x_65","x_66","x_67","x_68","x_69","x_70","x_71","x_72","x_73","x_74","x_75","x_76","x_77","x_78"
"x_10",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_11",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_12",0.999989757798542,0.999989757798542,0.999989757798542,0.999989757798542,0.999989757798542,0.999989757798542,0.999989757798542,0.999989757798542,0.999989757798542,0.999989757798542,0.999989757798542,0.999989757798542,1,0.999989757798542,0.999964125879346,0.999989757798542,0.999988341042573,0.999989757798542,0.999989757798542,0.999989757798542,0.999982806307353,0.999989757798542,0.999989757798544,0.999989757798542,0.999989757798542,0.999956707864525,0.999970767948753,0.999972268942855,0.99997609018775,0.999985094401872,0.999989039849843,0.99998955254638,0.999989751783813,0.999643921173333,0.999474685346531,0.999988505026478,0.999989757798542,0.999989757798542,0.999989757798542,0.999989756364582,0.999989757798544,0.999972653862913,0.999989712102827,0.9999673882972,0.999988154733749,0.999968557219664,0.999936720776122,0.999965465212999,0.999967247763448,0.999979108448454,0.999964218257549,0.999954662024543,0.999938660650233,0.999963970638765,0.999966841254069,0.999981937919329,0.999984741116126,0.999989757798542,0.999989757798542,0.999989757798542,0.999989757798542,0.999960589957945,0.99994800395292,0.999948851080705,0.999977480695028,0.999942845827788,0.999957655670082,0.999941884417472,0.999979097652907,0.9999890689956,0.999989757798544,0.999952637790607,0.99996515715114,0.99998531532687,0.999963007187057,0.999952949283933,0.999979161036391,0.999989757798542,0.999989757798542
"x_13",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_14",0.999970116215651,0.999970116215651,0.999970116215651,0.999970116215651,0.999970116215651,0.999970116215651,0.999970116215651,0.999970116215651,0.999970116215651,0.999970116215651,0.999970116215651,0.999970116215651,0.999964125879346,0.999970116215651,1,0.999970116215651,0.999966976929684,0.999970116215651,0.999970116215651,0.999970116215651,0.999965235440903,0.999970116215651,0.999970116215652,0.999970116215651,0.999970116215651,0.999939974890562,0.999952971985496,0.999954369628378,0.999957584802132,0.99996602843085,0.999969484756816,0.999969905429408,0.999970105624526,0.999606486836954,0.999449726284582,0.999968750680322,0.999970116215651,0.999970116215651,0.999970116215651,0.999970117038811,0.999970116215652,0.999947234617423,0.999970050574312,0.99994917389124,0.999968487014706,0.99994993469268,0.999915162365931,0.999946124082138,0.999948059152693,0.999959823395199,0.999945386987783,0.999949237827642,0.999904195166323,0.999949503134244,0.999953493621709,0.999964354695542,0.999966407046469,0.999970116215651,0.999970116215651,0.999970116215651,0.999970116215651,0.999952580640516,0.999944469937192,0.9999365912157,0.999958586154864,0.999936073052663,0.999943593527655,0.999922644780671,0.9999592267646,0.999969414834408,0.999970116215652,0.999933601198112,0.999945555052859,0.999965511827392,0.999943981255554,0.999933972745884,0.999959442083435,0.999970116215651,0.999970116215651
"x_15",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_16",0.999998787869116,0.999998787869116,0.999998787869116,0.999998787869116,0.999998787869116,0.999998787869116,0.999998787869116,0.999998787869116,0.999998787869116,0.999998787869116,0.999998787869116,0.999998787869116,0.999988341042573,0.999998787869116,0.999966976929684,0.999998787869116,1,0.999998787869116,0.999998787869116,0.999998787869116,0.999990906532026,0.999998787869116,0.999998787869118,0.999998787869116,0.999998787869116,0.999963754416653,0.999978294355267,0.999979912468456,0.999984439329581,0.999993558081198,0.999997938314516,0.999998506807327,0.999998780197001,0.999661411721418,0.999482826379897,0.999997585544841,0.999998787869116,0.999998787869116,0.999998787869116,0.999998786590386,0.999998787869118,0.999972108822803,0.99999869836735,0.999974390486187,0.999996778915251,0.999975920926597,0.999948484192527,0.999974276418035,0.999975587066378,0.999987819586483,0.999971741250743,0.999959696947111,0.999952001102708,0.999971663818228,0.999973995617845,0.9999903333303,0.999993304761692,0.999998787869116,0.999998787869116,0.999998787869116,0.999998787869116,0.999966118431847,0.999952196670373,0.999953281516127,0.99998530146353,0.999948385125648,0.999964958353975,0.999950195334202,0.99998772694265,0.999998084224206,0.999998787869118,0.999961181323507,0.999973167169298,0.999994116059716,0.999971716787773,0.99996069612031,0.999987590401284,0.999998787869116,0.999998787869116
"x_17",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_18",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_19",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_20",0.999992196915164,0.999992196915164,0.999992196915164,0.999992196915164,0.999992196915164,0.999992196915164,0.999992196915164,0.999992196915164,0.999992196915164,0.999992196915164,0.999992196915164,0.999992196915164,0.999982806307353,0.999992196915164,0.999965235440903,0.999992196915164,0.999990906532026,0.999992196915164,0.999992196915164,0.999992196915164,1,0.999992196915164,0.999992196915166,0.999992196915164,0.999992196915164,0.999958882762835,0.999972859900663,0.999974377447628,0.999978512070506,0.9999873011021,0.999991421114852,0.999991945105592,0.999992189778148,0.999626307354797,0.999472526697276,0.999991037217951,0.999992196915164,0.999992196915164,0.999992196915164,0.99999219572562,0.999992196915166,0.999968097792624,0.999992116064205,0.999970150794208,0.9999903487568,0.999983375134666,0.999933977892633,0.999969987232427,0.999971157020412,0.999982149204124,0.999967686426598,0.999965612415903,0.999939041831066,0.999967832632336,0.999969852934882,0.999984457854525,0.999987162651445,0.999992196915164,0.999992196915164,0.999992196915164,0.999992196915164,0.999971454378248,0.999956280991081,0.999952328857986,0.99997986398989,0.999949828177854,0.999962098931506,0.999944578493246,0.999981238054439,0.99999150245371,0.999992196915166,0.999956294070433,0.999967515767994,0.999987730212654,0.999967214995225,0.999956124308783,0.999981619564672,0.999992196915164,0.999992196915164
"x_21",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_22",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798544,1,0.999970116215652,1,0.999998787869118,1,1,1,0.999992196915166,1,1,1,1,0.999965195057351,0.999979680198834,0.999981260835875,0.99998573778967,0.999994806228429,0.999999158276352,0.999999725948282,0.999999992233487,0.999661956549426,0.999483807236956,0.999998788028189,1,1,1,0.999999998705539,1,0.999973355448979,0.999999912014761,0.999975656316237,0.999997987020805,0.999977061592359,0.999949833720281,0.999975471883607,0.999976789132348,0.999989006227435,0.999972867985817,0.999961411382095,0.99995295320246,0.999973034012721,0.999975320386014,0.999991543984305,0.999994507689796,1,1,1,1,0.999967802480426,0.999953938854601,0.999954512854818,0.999986491737577,0.999950029236228,0.999966462486287,0.999951406147516,0.999988922779936,0.999999305995313,1,0.999962368076393,0.999974351123959,0.99999533476393,0.999972905642041,0.999961867881842,0.999988813176329,1,1
"x_23",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_24",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_25",0.99996519505735,0.99996519505735,0.99996519505735,0.99996519505735,0.99996519505735,0.99996519505735,0.99996519505735,0.99996519505735,0.99996519505735,0.99996519505735,0.99996519505735,0.99996519505735,0.999956707864525,0.99996519505735,0.999939974890562,0.99996519505735,0.999963754416653,0.99996519505735,0.99996519505735,0.99996519505735,0.999958882762835,0.99996519505735,0.999965195057351,0.99996519505735,0.99996519505735,1,0.999980514954533,0.999978953427437,0.999974936318409,0.999968289801926,0.99996566642162,0.999965347308245,0.999965199356026,0.999600192117504,0.999450021175127,0.999963767881426,0.99996519505735,0.99996519505735,0.99996519505735,0.999965193185484,0.999965195057351,0.999943353318727,0.999965137691826,0.999939093470769,0.99996311875063,0.999943765935073,0.999911905836014,0.999940590113009,0.99994239818777,0.999954561564749,0.999940494471592,0.999934422501396,0.999910408349524,0.999940208064184,0.999943407930855,0.999958057512718,0.999961260851488,0.99996519505735,0.99996519505735,0.99996519505735,0.99996519505735,0.999940779448954,0.999929455662937,0.999934833204183,0.99995766934003,0.999917961066204,0.999931912107493,0.999919072319658,0.999955551435617,0.999964661473042,0.999965195057351,0.999929025019922,0.999942268629331,0.999961379700079,0.999938806495254,0.999930267465005,0.999955629683698,0.99996519505735,0.99996519505735
"x_26",0.999979680198836,0.999979680198836,0.999979680198836,0.999979680198836,0.999979680198836,0.999979680198836,0.999979680198836,0.999979680198836,0.999979680198836,0.999979680198836,0.999979680198836,0.999979680198836,0.999970767948753,0.999979680198836,0.999952971985496,0.999979680198836,0.999978294355267,0.999979680198836,0.999979680198836,0.999979680198836,0.999972859900663,0.999979680198836,0.999979680198834,0.999979680198836,0.999979680198836,0.999980514954533,1,0.999975500400275,0.999975392580224,0.99997950103129,0.999979670510652,0.999979656693992,0.999979686190123,0.999626601893403,0.999466786630207,0.999978332123573,0.999979680198836,0.999979680198836,0.999979680198836,0.99997967860875,0.999979680198834,0.99995639753165,0.999979621294428,0.999954812660761,0.999977730867236,0.999957712303139,0.999927767135281,0.999955206094943,0.999956711174851,0.999968810976624,0.999953877991838,0.999946140509944,0.999927271932613,0.999953825545248,0.999957037822932,0.999972206600991,0.999975423617889,0.999979680198836,0.999979680198836,0.999979680198836,0.999979680198836,0.999952456538728,0.999940218921081,0.999944374606558,0.999970486416018,0.999931580535143,0.999946323070088,0.999932472174396,0.999969513533506,0.999979091184709,0.999979680198834,0.999942727264317,0.999955749759889,0.999975458541897,0.999952856104084,0.999943521332349,0.999969427319288,0.999979680198836,0.999979680198836
