"","x_0","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","x_18","x_19","x_20","x_21","x_22","x_23","x_24","x_25","x_26","x_27","x_28","x_29","x_30","x_31","x_32","x_33","x_34","x_35","x_36","x_37","x_38","x_39","x_40","x_41","x_42","x_43","x_44","x_45","x_46","x_47","x_48","x_49","x_50","x_51","x_52","x_53","x_54","x_55","x_56","x_57","x_58","x_59","x_60","x_61","x_62","x_63","x_64","x_65","x_66","x_67","x_68","x_69","x_70","x_71","x_72","x_73","x_74","x_75","x_76","x_77","x_78"
"x_0",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_1",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_2",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_3",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_4",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_5",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_6",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_7",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_8",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
"x_9",1,1,1,1,1,1,1,1,1,1,1,1,0.999989757798542,1,0.999970116215651,1,0.999998787869116,1,1,1,0.999992196915164,1,1,1,1,0.99996519505735,0.999979680198836,0.999981260835877,0.999985737789666,0.999994806228429,0.999999158276351,0.999999725948283,0.999999992233487,0.999661956549425,0.999483807236955,0.999998788028186,1,1,1,0.999999998705537,1,0.999973355448976,0.999999912014759,0.999975656316237,0.999997987020804,0.999977061592357,0.999949833720281,0.999975471883609,0.999976789132346,0.999989006227436,0.999972867985815,0.999961411382094,0.999952953202461,0.999973034012721,0.999975320386013,0.999991543984305,0.999994507689797,1,1,1,1,0.999967802480425,0.999953938854599,0.999954512854818,0.999986491737575,0.999950029236227,0.999966462486285,0.999951406147516,0.999988922779937,0.999999305995312,1,0.999962368076392,0.999974351123961,0.999995334763928,0.999972905642042,0.999961867881839,0.999988813176328,1,1
